Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JDP9A017S4,Denali_v0000000034.mot A6C09783,4.844,52.635,'BG96MAR02A07M1G,'860640052381672,'89460800231121227246,40.26,32.7693194,6.692,19.511,-,PASS,2021.04.22 00:18:59,SST Denali#1(TEST HEAD 4),81087,2021.04.22 00:10:45,2021.04.22 00:18:59,'00:08:14,'0000000003,3.665,OK,OK,OK,5,173,26.77,63.70,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01NS4,Denali_v0000000034.mot A6C09783,4.837,52.678,'BG96MAR02A07M1G,'868963049238975,'89460800231121238714,44.49,32.7694578,6.830,20.650,-,PASS,2021.04.22 05:07:41,SST Denali#1(TEST HEAD 1),81087,2021.04.22 05:00:19,2021.04.22 05:07:41,'00:07:22,'0000000003,3.676,OK,OK,OK,2,136,24.89,70.85,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A014D4,Denali_v0000000034.mot A6C09783,4.844,52.347,'BG96MAR02A07M1G,'860640052308212,'89460800231121227972,45.21,32.7694814,6.711,24.997,-,PASS,2021.04.22 00:50:22,SST Denali#1(TEST HEAD 4),81087,2021.04.22 00:44:24,2021.04.22 00:50:22,'00:05:58,'0000000003,3.668,OK,OK,OK,5,171,26.59,61.82,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01BQ4,Denali_v0000000034.mot A6C09783,4.839,61.159,'BG96MAR02A07M1G,'868963049194715,'89460800231121227915,30.23,32.7689905,6.591,25.411,-,PASS,2021.04.22 01:07:00,SST Denali#1(TEST HEAD 1),81087,2021.04.22 00:59:36,2021.04.22 01:07:00,'00:07:24,'0000000003,3.676,OK,OK,OK,4,139,25.93,66.52,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01FN4,Denali_v0000000034.mot A6C09783,4.839,52.080,'BG96MAR02A07M1G,'860640052280965,'89460800231121238060,16.65,32.7685455,6.742,26.084,-,PASS,2021.04.22 01:41:19,SST Denali#1(TEST HEAD 1),81087,2021.04.22 01:34:34,2021.04.22 01:41:19,'00:06:45,'0000000003,3.648,OK,OK,OK,4,139,25.87,65.18,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01BZ4,Denali_v0000000034.mot A6C09783,4.838,52.206,'BG96MAR02A07M1G,'868963049239445,'89460800231121236627,46.45,32.7695221,6.810,20.753,-,PASS,2021.04.22 01:49:16,SST Denali#1(TEST HEAD 2),81087,2021.04.22 01:42:06,2021.04.22 01:49:16,'00:07:10,'0000000003,3.665,OK,OK,OK,5,134,26.27,64.24,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01CD4,Denali_v0000000034.mot A6C09783,4.844,52.368,'BG96MAR02A07M1G,'860640052470004,'89460800231121238649,43.17,32.7694147,6.833,16.665,-,PASS,2021.04.22 02:21:23,SST Denali#1(TEST HEAD 4),81087,2021.04.22 02:13:16,2021.04.22 02:21:23,'00:08:07,'0000000003,3.687,OK,OK,OK,4,189,26.72,62.50,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01F74,Denali_v0000000034.mot A6C09783,4.844,52.607,'BG96MAR02A07M1G,'860640052286210,'89460800231121236155,21.59,32.7687074,6.879,28.516,-,PASS,2021.04.22 03:02:16,SST Denali#1(TEST HEAD 4),81087,2021.04.22 02:54:54,2021.04.22 03:02:16,'00:07:22,'0000000003,3.660,OK,OK,OK,4,177,26.79,61.98,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01DV4,Denali_v0000000034.mot A6C09783,4.839,52.617,'BG96MAR02A07M1G,'860640052274638,'89460800231121237773,12.64,32.7684141,6.755,21.478,-,PASS,2021.04.22 02:52:35,SST Denali#1(TEST HEAD 1),81087,2021.04.22 02:48:10,2021.04.22 02:52:35,'00:04:25,'0000000003,3.672,OK,OK,OK,4,140,25.86,65.69,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00BR4,Denali_v0000000034.mot A6C09783,4.836,51.776,'BG96MAR02A07M1G,'860640052403922,'89460800231121238284,16.34,32.7685355,6.608,26.808,-,PASS,2021.04.22 05:57:06,SST Denali#1(TEST HEAD 1),81087,2021.04.22 05:50:05,2021.04.22 05:57:06,'00:07:01,'0000000003,3.681,OK,OK,OK,3,140,25.32,70.00,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00BT4,Denali_v0000000034.mot A6C09783,4.843,52.155,'BG96MAR02A07M1G,'860640052403245,'89460800231121238292,38.11,32.7692488,6.652,16.665,-,PASS,2021.04.22 05:57:07,SST Denali#1(TEST HEAD 2),81087,2021.04.22 05:50:13,2021.04.22 05:57:07,'00:06:54,'0000000003,3.671,OK,OK,OK,4,130,25.54,69.18,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00EA4,Denali_v0000000034.mot A6C09783,4.844,53.135,'BG96MAR02A07M1G,'860640052408996,'89460800231121239241,23.64,32.7687746,6.850,27.067,-,PASS,2021.04.22 06:35:18,SST Denali#1(TEST HEAD 4),81087,2021.04.22 06:29:35,2021.04.22 06:35:18,'00:05:43,'0000000003,3.685,OK,OK,OK,5,181,26.04,64.64,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDQ9A00BA4,Denali_v0000000034.mot A6C09783,4.844,54.990,'BG96MAR02A07M1G,'860640052281047,'89460800231121238920,41.28,32.7693527,6.596,28.258,-,PASS,2021.04.22 06:33:32,SST Denali#1(TEST HEAD 2),81087,2021.04.22 06:26:04,2021.04.22 06:33:32,'00:07:28,'0000000003,3.686,OK,OK,OK,5,133,25.66,66.19,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00YT4,Denali_v0000000034.mot A6C09783,4.838,52.565,'BG96MAR02A07M1G,'860640052427202,'89460800231121232253,20.73,32.7686793,6.681,18.010,-,PASS,2021.04.21 17:04:30,SST Denali#1(TEST HEAD 4),71064,2021.04.21 16:56:13,2021.04.21 17:04:30,'00:08:17,'0000000003,3.683,OK,OK,OK,6,187,27.72,55.86,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01EF4,Denali_v0000000034.mot A6C09783,4.835,52.705,'BG96MAR02A07M1G,'860640052296896,'89460800231121233533,35.79,32.7691729,6.933,21.478,-,PASS,2021.04.21 18:57:45,SST Denali#1(TEST HEAD 2),71064,2021.04.21 18:50:57,2021.04.21 18:57:45,'00:06:48,'0000000003,3.665,OK,OK,OK,6,130,26.97,58.10,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00RD4,Denali_v0000000034.mot A6C09783,4.835,52.546,'BG96MAR02A07M1G,'860640052437052,'89460800231121232022,31.57,32.7690345,6.531,28.982,-,PASS,2021.04.21 19:13:34,SST Denali#1(TEST HEAD 2),71064,2021.04.21 19:06:48,2021.04.21 19:13:34,'00:06:46,'0000000003,3.674,OK,OK,OK,5,130,26.84,59.73,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A018R4,Denali_v0000000034.mot A6C09783,4.839,53.327,'BG96MAR02A07M1G,'860640052402304,'89460800231121234341,15.39,32.7685042,6.783,23.807,-,PASS,2021.04.21 20:17:50,SST Denali#1(TEST HEAD 1),81087,2021.04.21 20:10:56,2021.04.21 20:17:50,'00:06:54,'0000000003,3.675,OK,OK,OK,4,139,26.47,63.53,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00WX4,Denali_v0000000034.mot A6C09783,4.836,53.461,'BG96MAR02A07M1G,'868963049181191,'89460800231121234259,33.88,32.7691101,6.891,27.585,-,PASS,2021.04.21 20:25:54,SST Denali#1(TEST HEAD 2),81087,2021.04.21 20:18:35,2021.04.21 20:25:54,'00:07:19,'0000000003,3.678,OK,OK,OK,5,125,26.72,62.32,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00Y44,Denali_v0000000034.mot A6C09783,4.842,51.982,'BG96MAR02A07M1G,'860640052476225,'89460800231121233988,21.79,32.7687139,6.484,25.618,-,PASS,2021.04.21 21:00:54,SST Denali#1(TEST HEAD 3),81087,2021.04.21 20:53:31,2021.04.21 21:00:54,'00:07:23,'0000000003,3.652,OK,OK,OK,5,124,26.79,60.31,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00YH4,Denali_v0000000034.mot A6C09783,4.837,54.585,'BG96MAR02A07M1G,'868963049226459,'89460800231121228186,29.58,32.7689693,6.839,24.376,-,PASS,2021.04.21 21:00:44,SST Denali#1(TEST HEAD 2),81087,2021.04.21 20:53:40,2021.04.21 21:00:44,'00:07:04,'0000000003,3.674,OK,OK,OK,5,122,26.65,61.73,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01884,Denali_v0000000034.mot A6C09783,4.837,52.038,'BG96MAR02A07M1G,'860640052294297,'89460800231121226792,15.84,32.7685192,6.764,20.288,-,PASS,2021.04.21 21:17:07,SST Denali#1(TEST HEAD 2),81087,2021.04.21 21:09:58,2021.04.21 21:17:07,'00:07:09,'0000000003,3.672,OK,OK,OK,5,132,26.59,62.29,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A013N4,Denali_v0000000034.mot A6C09783,4.842,52.450,'BG96MAR02A07M1G,'860640052470418,'89460800231121226412,24.66,32.7688080,6.869,21.271,-,PASS,2021.04.21 21:26:30,SST Denali#1(TEST HEAD 4),81087,2021.04.21 21:18:40,2021.04.21 21:26:30,'00:07:50,'0000000003,3.676,OK,OK,OK,5,176,27.08,60.97,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A01DX4,Denali_v0000000034.mot A6C09783,4.838,53.503,'BG96MAR02A07M1G,'860640052402262,'89460800231121230307,36.64,32.7692006,6.818,29.810,-,PASS,2021.04.21 21:33:38,SST Denali#1(TEST HEAD 1),81087,2021.04.21 21:26:23,2021.04.21 21:33:38,'00:07:15,'0000000003,3.696,OK,OK,OK,4,138,26.51,64.14,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00Y54,Denali_v0000000034.mot A6C09783,4.842,53.034,'BG96MAR02A07M1G,'860640052290469,'89460800231121230364,26.90,32.7688814,6.924,25.256,-,PASS,2021.04.21 21:33:48,SST Denali#1(TEST HEAD 3),81087,2021.04.21 21:26:46,2021.04.21 21:33:48,'00:07:02,'0000000003,3.667,OK,OK,OK,5,118,26.78,62.63,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A001N4,Denali_v0000000034.mot A6C09783,4.838,52.908,'BG96MAR02A07M1G,'860640052443373,'89460800231121203916,21.15,32.7686932,6.851,24.531,-,PASS,2021.04.20 11:00:28,SST Denali#1(TEST HEAD 3),71064,2021.04.20 10:53:48,2021.04.20 11:00:28,'00:06:40,'0000000003,3.667,OK,OK,OK,5,120,26.74,62.28,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDN9A015W4,Denali_v0000000034.mot A6C09783,4.831,52.493,'BG96MAR02A07M1G,'860640052451384,'89460800231121202082,45.03,32.7694756,6.502,22.565,-,PASS,2021.04.20 13:34:24,SST Denali#1(TEST HEAD 2),71064,2021.04.20 13:27:24,2021.04.20 13:34:24,'00:07:00,'0000000003,3.665,OK,OK,OK,5,124,26.50,65.19,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDN9A015H4,Denali_v0000000034.mot A6C09783,4.838,52.204,'BG96MAR02A07M1G,'860640052357789,'89460800231121294915,39.51,32.7692945,6.700,17.958,-,PASS,2021.04.20 17:00:36,SST Denali#1(TEST HEAD 3),71064,2021.04.20 16:53:51,2021.04.20 17:00:36,'00:06:45,'0000000003,3.684,OK,OK,OK,6,126,26.98,61.14,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
JDP9A00144,Denali_v0000000034.mot A6C09783,4.831,52.506,'BG96MAR02A07M1G,'860640052343086,'89460800231121291002,18.59,32.7686091,6.760,17.338,-,PASS,2021.04.20 21:42:51,SST Denali#1(TEST HEAD 2),81087,2021.04.20 21:35:29,2021.04.20 21:42:51,'00:07:22,'0000000003,3.677,OK,OK,OK,6,133,26.58,62.59,OK,LED1 Red ON,LED1 Green ON,LED1 Blue ON,LED2 Red ON,LED2 Green ON,LED2 Blue ON,'0000000034,
