Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,Fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
KM199016P4,Denali-v01.00.03.0005-14OCT22.mot,4.83744,45.1949,'BG96MAR02A07M1G,'866770057516198,'89460800235147161115,39.32952,32.7692887495868,5.19241,23.4949,-,PASS,2022.10.30 00:03:58,SST Denali#3,5221018005944,71047,2022.10.30 00:00:07,2022.10.30 00:03:58,'00:03:51,OK,'E0022501A00AFF6A,4130163,'0000000005,3.69,OK,OK,OK,1,699,24.18449,60.49805,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017J4,Denali-v01.00.03.0005-14OCT22.mot,4.85183,42.7428,'BG96MAR02A07M1G,'866770057469729,'89460800235147161123,36.48396,32.7691955065224,5.38684,28.3067,-,PASS,2022.10.30 00:04:14,SST Denali#3,5221018005941,71047,2022.10.30 00:00:07,2022.10.30 00:04:14,'00:04:07,OK,'E0022501A00A9EB6,4110685,'0000000005,3.67002,OK,OK,OK,1,701,24.46754,60.18372,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PT4,Denali-v01.00.03.0005-14OCT22.mot,4.82985,46.8196,'BG96MAR02A07M1G,'866770057495351,'89460800235144006610,18.08707,32.7685926771486,5.58809,27.2359,-,PASS,2022.10.28 09:29:58,SST Denali#3,5220923006120,71118,2022.10.28 09:27:47,2022.10.28 09:29:58,'00:02:11,OK,'E00225019F531260,4131728,'0000000005,3.68293,OK,OK,OK,1,698,24.65714,64.90631,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013G4,Denali-v01.00.03.0005-14OCT22.mot,4.83861,44.7419,'BG96MAR02A07M1G,'866770057446305,'89460800235147169803,31.47700,32.7690314384268,5.36387,24.6603,-,PASS,2022.10.28 15:59:33,SST Denali#3,5221018006084,71118,2022.10.28 15:55:37,2022.10.28 15:59:33,'00:03:56,OK,'E0022501A007E387,4113973,'0000000005,3.68777,OK,OK,OK,1,691,26.10977,55.59845,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PS4,Denali-v01.00.03.0005-14OCT22.mot,4.86061,28.0404,'BG96MAR02A07M1G,'866770056363634,'89460800235144102534,16.33308,32.7685352025101,5.4549,24.7629,-,PASS,2022.10.28 09:25:06,SST Denali#3,5220923000768,71118,2022.10.28 09:22:42,2022.10.28 09:25:06,'00:02:24,OK,'E0022501A000CCB7,4133945,'0000000005,3.67403,OK,OK,OK,1,704,24.79332,65.50751,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900Q44,Denali-v01.00.03.0005-14OCT22.mot,4.84029,25.4031,'BG96MAR02A07M1G,'866770057510290,'89460800235144046558,21.33443,32.7686990864456,5.55075,26.678,-,PASS,2022.10.28 09:04:44,SST Denali#3,5220923004856,71118,2022.10.28 09:01:56,2022.10.28 09:04:44,'00:02:48,OK,'E00225019F54D33F,4132214,'0000000005,3.69357,OK,OK,OK,1,703,24.05899,67.19208,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013T4,Denali-v01.00.03.0005-14OCT22.mot,4.84814,58.6702,'BG96MAR02A07M1G,'866770057446263,'89460800235147169985,31.04717,32.7690173537698,5.23777,14.597,-,PASS,2022.10.28 16:02:14,SST Denali#3,5221018006081,71118,2022.10.28 15:58:49,2022.10.28 16:02:14,'00:03:25,OK,'E0022501A0079523,4091523,'0000000005,3.69817,OK,OK,OK,1,713,25.6665,56.21643,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017T4,Denali-v01.00.03.0005-14OCT22.mot,4.85165,54.8015,'BG96MAR02A07M1G,'866770057446149,'89460800235147169811,24.49372,32.7688026102847,5.20115,24.0964,-,PASS,2022.10.28 15:59:47,SST Denali#3,5221018006083,71118,2022.10.28 15:55:37,2022.10.28 15:59:47,'00:04:10,OK,'E0022501A007ED7F,4113962,'0000000005,3.68122,OK,OK,OK,1,703,26.50497,54.06799,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PZ4,Denali-v01.00.03.0005-14OCT22.mot,4.81499,41.0861,'BG96MAR02A07M1G,'866770056331631,'89460800235144049388,9.29443,32.76830456,5.47137,23.4607,-,PASS,2022.10.28 09:37:59,SST Denali#3,5220923004943,71118,2022.10.28 09:35:41,2022.10.28 09:37:59,'00:02:18,OK,'E00225019FF3372F,4131368,'0000000005,3.66475,OK,OK,OK,1,669,25.23659,62.36115,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013S4,Denali-v01.00.03.0005-14OCT22.mot,4.85846,57.4023,'BG96MAR02A07M1G,'866770057446164,'89460800235147169829,25.95922,32.7688506316481,5.42431,23.2318,-,PASS,2022.10.28 15:59:28,SST Denali#3,5221018006082,71118,2022.10.28 15:55:31,2022.10.28 15:59:28,'00:03:57,OK,'E0022501A0078A18,4114046,'0000000005,3.69478,OK,OK,OK,1,704,25.6852,56.59943,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901304,Denali-v01.00.03.0005-14OCT22.mot,4.86943,54.3468,'BG96MAR02A07M1G,'866770057450687,'89460800235147170322,25.46795,32.7688345339444,5.45112,26.6566,-,PASS,2022.10.28 15:58:16,SST Denali#3,5221018004045,71118,2022.10.28 15:54:02,2022.10.28 15:58:16,'00:04:14,OK,'E0022501A0061D72,4113750,'0000000005,3.67972,OK,OK,OK,1,703,26.13914,55.54962,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017X4,Denali-v01.00.03.0005-14OCT22.mot,4.82769,57.6753,'BG96MAR02A07M1G,'866770057443443,'89460800235147169795,13.07617,32.76842848,5.2548,24.4299,-,PASS,2022.10.28 15:58:07,SST Denali#3,5221018004364,71118,2022.10.28 15:54:29,2022.10.28 15:58:07,'00:03:38,OK,'E0022501A0082630,4112778,'0000000005,3.71187,OK,OK,OK,1,613,26.99097,52.35596,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199011V4,Denali-v01.00.03.0005-14OCT22.mot,4.82009,53.8301,'BG96MAR02A07M1G,'866770056356810,'89460800235144091570,24.78194,32.7688120546984,5.46929,28.1456,-,PASS,2022.11.01 08:11:10,SST Denali#3,5220923000975,71047,2022.11.01 08:08:08,2022.11.01 08:11:10,'00:03:02,OK,'E00225019FF9CFA5,4141345,'0000000005,3.68649,OK,OK,OK,1,701,24.15512,62.04529,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199016K4,Denali-v01.00.03.0005-14OCT22.mot,4.85355,57.1793,'BG96MAR02A07M1G,'866770057425804,'89460800235147170108,24.22546,32.76879382,5.21336,29.5573,-,PASS,2022.10.28 16:04:01,SST Denali#3,5221018003604,71118,2022.10.28 15:59:57,2022.10.28 16:04:01,'00:04:04,OK,'E0022501A007414F,4108908,'0000000005,3.6909,OK,OK,OK,1,515,26.69456,53.44849,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900Q14,Denali-v01.00.03.0005-14OCT22.mot,4.77847,54.8576,'BG96MAR02A07M1G,'866770057518228,'89460800235144104068,11.02783,32.76836136,5.52779,27.2183,-,PASS,2022.10.28 09:34:22,SST Denali#3,5220923004476,71118,2022.10.28 09:30:19,2022.10.28 09:34:22,'00:04:03,OK,'E00225019FFE5AA7,4133986,'0000000005,3.67975,OK,OK,OK,1,658,25.11375,62.53967,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013H4,Denali-v01.00.03.0005-14OCT22.mot,4.86622,86.612,'BG96MAR02A07M1G,'866770057425606,'89460800235147169837,14.26760,32.7684675207275,5.42763,27.3937,-,PASS,2022.10.28 15:59:09,SST Denali#3,5221018003601,71118,2022.10.28 15:55:31,2022.10.28 15:59:09,'00:03:38,OK,'E0022501A0074FB7,4114087,'0000000005,3.66973,OK,OK,OK,1,713,25.48492,57.1701,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017S4,Denali-v01.00.03.0005-14OCT22.mot,4.90979,58.1072,'BG96MAR02A07M1G,'866770057426497,'89460800235147169951,14.90416,32.7684883795119,5.21814,23.808,-,PASS,2022.10.28 16:02:43,SST Denali#3,5221018004356,71118,2022.10.28 15:58:55,2022.10.28 16:02:43,'00:03:48,OK,'E0022501A007B858,4113334,'0000000005,3.71063,OK,OK,OK,1,704,26.13914,55.46265,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PY4,Denali-v01.00.03.0005-14OCT22.mot,4.79425,52.8775,'BG96MAR02A07M1G,'866770057510050,'89460800235144046574,19.35303,32.76863416,5.30873,27.8193,-,PASS,2022.10.28 09:31:14,SST Denali#3,5220923004854,71118,2022.10.28 09:27:08,2022.10.28 09:31:14,'00:04:06,OK,'E00225019F552FF7,4131581,'0000000005,3.68637,OK,OK,OK,1,591,25.08705,63.1485,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901654,Denali-v01.00.03.0005-14OCT22.mot,4.82779,56.5176,'BG96MAR02A07M1G,'866770057427313,'89460800235147170082,23.98407,32.76878591,5.2115,21.5277,-,PASS,2022.10.28 16:03:57,SST Denali#3,5221018004354,71118,2022.10.28 15:59:52,2022.10.28 16:03:57,'00:04:05,OK,'E0022501A0075B88,4113580,'0000000005,3.68697,OK,OK,OK,1,585,27.02301,52.01874,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900Q34,Denali-v01.00.03.0005-14OCT22.mot,4.83922,53.6905,'BG96MAR02A07M1G,'866770056352835,'89460800235144993395,18.27502,32.7685988359598,5.20182,23.4788,-,PASS,2022.10.28 09:06:19,SST Denali#3,5220923004585,71118,2022.10.28 09:03:14,2022.10.28 09:06:19,'00:03:05,OK,'E00225019FF00EC1,4132731,'0000000005,3.69033,OK,OK,OK,1,715,24.04297,65.82184,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013N4,Denali-v01.00.03.0005-14OCT22.mot,4.84756,57.2531,'BG96MAR02A07M1G,'866770057446537,'89460800235147169977,19.24873,32.7686307424599,5.41617,22.955,-,PASS,2022.10.28 16:02:31,SST Denali#3,5221018004353,71118,2022.10.28 15:58:49,2022.10.28 16:02:31,'00:03:42,OK,'E0022501A00768B2,4032217,'0000000005,3.69944,OK,OK,OK,1,701,25.87746,56.3385,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PN4,Denali-v01.00.03.0005-14OCT22.mot,4.80934,48.1609,'BG96MAR02A07M1G,'866770057466840,'89460800235144102088,25.94519,32.7688501719095,5.15587,32.4203,-,PASS,2022.10.28 09:10:38,SST Denali#3,5220923001694,71118,2022.10.28 09:06:39,2022.10.28 09:10:38,'00:03:59,OK,'E00225019FFFE8F5,4132955,'0000000005,3.69526,OK,OK,OK,1,688,24.26994,66.37878,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017V4,Denali-v01.00.03.0005-14OCT22.mot,4.86934,40.6521,'BG96MAR02A07M1G,'866770057425341,'89460800235147169969,10.27949,32.7683368383058,5.21172,23.5827,-,PASS,2022.10.28 16:02:54,SST Denali#3,5221018004355,71118,2022.10.28 15:58:54,2022.10.28 16:02:54,'00:04:00,OK,'E0022501A007C5F8,4062649,'0000000005,3.67969,OK,OK,OK,1,706,26.20323,55.28259,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199013R4,Denali-v01.00.03.0005-14OCT22.mot,4.86937,45.9157,'BG96MAR02A07M1G,'866770057500168,'89460800235147186096,10.16344,32.7683330357199,5.41617,23.4164,-,PASS,2022.10.30 05:57:20,SST Denali#3,5221018003469,71047,2022.10.30 05:53:06,2022.10.30 05:57:20,'00:04:14,OK,'E0022501AB1ECA83,4124606,'0000000005,3.68658,OK,OK,OK,1,703,26.14182,56.74591,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PK4,Denali-v01.00.03.0005-14OCT22.mot,4.82542,55.7542,'BG96MAR02A07M1G,'866770056324099,'89460800235144047481,27.04285,32.768886140101,5.68477,31.4525,-,PASS,2022.10.28 09:08:25,SST Denali#3,5220923001640,71118,2022.10.28 09:04:57,2022.10.28 09:08:25,'00:03:28,OK,'E00225019FF5C2A8,4133588,'0000000005,3.73127,OK,OK,OK,1,710,24.50226,64.94751,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199014P4,Denali-v01.00.03.0005-14OCT22.mot,4.85875,55.5227,'BG96MAR02A07M1G,'866770057500416,'89460800235147186385,18.23316,32.7685974641725,5.57657,22.9471,-,PASS,2022.10.30 05:56:31,SST Denali#3,5221018003510,71047,2022.10.30 05:52:56,2022.10.30 05:56:31,'00:03:35,OK,'E0022501AB1EEB3D,4099655,'0000000005,3.70437,OK,OK,OK,1,698,25.20454,59.93347,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKZ99009A4,Denali-v01.00.03.0005-14OCT22.mot,4.82543,42.9066,'BG96MAR02A07M1G,'866770057510167,'89460800235144046301,16.98395,32.76855653,5.55636,23.347,-,PASS,2022.10.28 09:18:47,SST Denali#3,5220923002338,71118,2022.10.28 09:15:44,2022.10.28 09:18:47,'00:03:03,OK,'E00225019F550988,4132810,'0000000005,3.6866,OK,OK,OK,1,607,24.47289,64.93683,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901674,Denali-v01.00.03.0005-14OCT22.mot,4.84849,56.2015,'BG96MAR02A07M1G,'866770057500689,'89460800235147186088,22.85407,32.768748882002,5.72842,25.0204,-,PASS,2022.10.30 05:56:31,SST Denali#3,5221018003511,71047,2022.10.30 05:53:00,2022.10.30 05:56:31,'00:03:31,OK,'E0022501AB1EE039,4124339,'0000000005,3.67926,OK,OK,OK,1,710,25.41283,58.39386,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901684,Denali-v01.00.03.0005-14OCT22.mot,4.8518,42.9393,'BG96MAR02A07M1G,'866770057446388,'89460800235147172351,19.60060,32.7686422725688,5.31004,23.3284,-,PASS,2022.10.28 16:04:25,SST Denali#3,5221018003108,71118,2022.10.28 16:00:18,2022.10.28 16:04:25,'00:04:07,OK,'E0022501A005F2CD,4113598,'0000000005,3.69085,OK,OK,OK,1,706,26.5023,53.91541,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PG4,Denali-v01.00.03.0005-14OCT22.mot,4.8324,49.1005,'BG96MAR02A07M1G,'866770057509623,'89460800235144046509,11.88709,32.7683895162081,5.82541,33.8451,-,PASS,2022.10.28 09:16:07,SST Denali#3,5220923002924,71118,2022.10.28 09:13:03,2022.10.28 09:16:07,'00:03:04,OK,'E00225019F548D1C,4131768,'0000000005,3.67611,OK,OK,OK,1,698,24.16046,66.71906,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199015W4,Denali-v01.00.03.0005-14OCT22.mot,4.83732,21.5367,'BG96MAR02A07M1G,'866770057421944,'89460800235147170090,13.23608,32.76843372,5.44797,24.2728,-,PASS,2022.10.28 16:04:17,SST Denali#3,5221018003602,71118,2022.10.28 15:59:57,2022.10.28 16:04:17,'00:04:20,OK,'E0022501A006D3D9,4060209,'0000000005,3.67435,OK,OK,OK,1,620,27.2393,51.15509,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PC4,Denali-v01.00.03.0005-14OCT22.mot,4.83395,54.9937,'BG96MAR02A07M1G,'866770056323570,'89460800235144049172,16.71404,32.7685476856201,5.46028,21.8892,-,PASS,2022.10.28 09:15:50,SST Denali#3,5220923001827,71118,2022.10.28 09:12:51,2022.10.28 09:15:50,'00:02:59,OK,'E00225019FF40463,4133015,'0000000005,3.69488,OK,OK,OK,1,695,24.38477,65.78827,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199016A4,Denali-v01.00.03.0005-14OCT22.mot,4.83865,46.6606,'BG96MAR02A07M1G,'866770057446206,'89460800235147172344,10.38775,32.7683403856746,5.43394,24.2199,-,PASS,2022.10.28 16:04:13,SST Denali#3,5221018003085,71118,2022.10.28 16:00:18,2022.10.28 16:04:13,'00:03:55,OK,'E0022501A005CB89,4113846,'0000000005,3.68865,OK,OK,OK,1,690,26.01097,55.40619,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199014W4,Denali-v01.00.03.0005-14OCT22.mot,4.85307,53.7267,'BG96MAR02A07M1G,'866770057497118,'89460800235147186021,37.50183,32.76922886,5.53993,26.222,-,PASS,2022.10.30 05:56:36,SST Denali#3,5221018003536,71047,2022.10.30 05:52:41,2022.10.30 05:56:36,'00:03:55,OK,'E0022501AB1D0B00,4124130,'0000000005,3.67513,OK,OK,OK,1,524,26.49696,54.82635,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900PA4,Denali-v01.00.03.0005-14OCT22.mot,4.81773,57.1155,'BG96MAR02A07M1G,'866770057510035,'89460800235144046343,28.41800,32.76893120111,5.39549,26.7493,-,PASS,2022.10.28 09:15:13,SST Denali#3,5220923004263,71118,2022.10.28 09:11:30,2022.10.28 09:15:13,'00:03:43,OK,'E00225019F54740B,4132230,'0000000005,3.6783,OK,OK,OK,1,698,24.79332,64.30359,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901464,Denali-v01.00.03.0005-14OCT22.mot,4.81053,44.8921,'BG96MAR02A07M1G,'866770057522170,'89460800235147173607,26.66260,32.76887368,5.13525,27.0288,-,PASS,2022.10.28 19:32:58,SST Denali#3,5221018003667,71118,2022.10.28 19:29:42,2022.10.28 19:32:58,'00:03:16,OK,'E0022501AB150DD5,4124689,'0000000005,3.69573,OK,OK,OK,1,615,26.56906,53.55682,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901454,Denali-v01.00.03.0005-14OCT22.mot,4.84881,57.9219,'BG96MAR02A07M1G,'866770057432966,'89460800235147174159,14.54185,32.7684765071801,5.42834,22.9818,-,PASS,2022.10.28 19:29:11,SST Denali#3,5221018005730,71118,2022.10.28 19:25:13,2022.10.28 19:29:11,'00:03:58,OK,'E0022501AB1CC7B5,4123253,'0000000005,3.67018,OK,OK,OK,1,708,25.16716,58.74939,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900P84,Denali-v01.00.03.0005-14OCT22.mot,4.80992,101.86,'BG96MAR02A07M1G,'866770057509839,'89460800235144046368,23.30719,32.76876373,5.3699,28.1171,-,PASS,2022.10.28 09:15:02,SST Denali#3,5220923004261,71118,2022.10.28 09:10:39,2022.10.28 09:15:02,'00:04:23,OK,'E00225019F540753,4131727,'0000000005,3.66512,OK,OK,OK,1,538,24.31801,66.14532,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901494,Denali-v01.00.03.0005-14OCT22.mot,4.85182,44.1906,'BG96MAR02A07M1G,'866770057500275,'89460800235147186070,43.01425,32.7694094909074,5.62874,28.2476,-,PASS,2022.10.30 05:57:03,SST Denali#3,5221018003512,71047,2022.10.30 05:52:57,2022.10.30 05:57:03,'00:04:06,OK,'E0022501AB1EDA3A,4124145,'0000000005,3.68901,OK,OK,OK,1,703,26.39816,55.60913,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900P94,Denali-v01.00.03.0005-14OCT22.mot,4.79309,46.3634,'BG96MAR02A07M1G,'866770057510118,'89460800235144046350,34.40308,32.76912732,5.58333,26.9963,-,PASS,2022.10.28 09:14:33,SST Denali#3,5220923004705,71118,2022.10.28 09:10:32,2022.10.28 09:14:33,'00:04:01,OK,'E00225019F5515F4,4132263,'0000000005,3.6877,OK,OK,OK,1,613,24.58771,64.57062,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM199017W4,Denali-v01.00.03.0005-14OCT22.mot,4.82768,54.2975,'BG96MAR02A07M1G,'866770057498561,'89460800235147186377,36.59363,32.7691991,5.96352,26.8609,-,PASS,2022.10.30 05:56:13,SST Denali#3,5221018003472,71047,2022.10.30 05:52:35,2022.10.30 05:56:13,'00:03:38,OK,'E0022501AB1E6F8A,4118182,'0000000005,3.69447,OK,OK,OK,1,584,26.72394,54.11072,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KM19901444,Denali-v01.00.03.0005-14OCT22.mot,4.83894,54.9866,'BG96MAR02A07M1G,'866770057500184,'89460800235147186062,21.19530,32.7686945276749,5.58511,28.6611,-,PASS,2022.10.30 05:56:43,SST Denali#3,5221018003471,71047,2022.10.30 05:52:56,2022.10.30 05:56:43,'00:03:47,OK,'E0022501AB1ED303,4087933,'0000000005,3.68174,OK,OK,OK,1,680,25.63446,58.05054,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
KKY9900QK4,Denali-v01.00.03.0005-14OCT22.mot,4.84437,19.1348,'BG96MAR02A07M1G,'866770056327183,'89460800235144093964,30.69925,32.7690059529734,5.31503,29.312,-,PASS,2022.10.28 09:19:19,SST Denali#3,5220923002674,71118,2022.10.28 09:16:34,2022.10.28 09:19:19,'00:02:45,OK,'E00225019FF50D79,4134262,'0000000005,3.68044,OK,OK,OK,1,702,24.41147,66.47186,OK,PASS,PASS,PASS,PASS,PASS,PASS,0100030005
